"","E_58_10382","E_71_7760","E_71_9958","E_71_9959","E_84_1104","E_89_1027","E_89_1027B","E_89_1028","E_89_1029","E_90_925","E_90_926","E_92_931","E_92_932","E_92_933","E_94_10462","E_94_10463","E_95_930","E_98_927","E_98_928","S_02_9952","S_02_9953","S_05_829","S_05_829B","S_05_830","S_05_831","S_05_832","S_07_810","S_07_817","S_07_818","S_07_819","S_23_7387","S_24_851","S_24_852","S_24_853","S_24_854","S_27_816","S_31_6083","S_33_8366","S_33_8367","S_33_8368","S_34_8369","S_34_8372","S_50_824","S_50_825","S_50_826","S_53_465","S_54_803","S_54_804","S_54_805","S_99_855","S_99_856","S_99_857","W_26_6364","W_26_6365","W_44_934","W_45_10195","W_45_10195B","W_65_1775","W_66_941","W_66_941B","W_66_941C","W_66_942","W_67_10250","W_67_10251","W_67_10253","W_79_838","W_79_840","W_79_843","W_79_844","W_79_845","W_83_6366","W_88_935"
"S_34_8369",0.139046182373274,0.150511569880834,0.154403692683047,0.166331530867841,0.163319570071928,0.215056932995344,0.210657269197717,0.224633307425716,0.212044710990187,0.221487889816548,0.209977197983574,0.214805324756695,0.21835669644307,0.231769216337965,0.196371545927796,0.216397831957737,0.148155546137427,0.233351594389528,0.214878216367,0.120241728865256,0.0954475993777178,0.0982774831699281,0.0982774831699281,0.0914058992038123,0.129748611882149,0.116227522583992,0.12296211085884,0.151437137221484,0.14869316383252,0.106808091735789,0.104404112525649,0.138746393572735,0.125236999024718,0.14410833671412,0.155422331767487,0.104064036390795,0.0872215592056515,0.0962268853440733,0.113902849501134,0.0948410536713468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_34_8372",0.128817658878514,0.129452615611704,0.133285769389018,0.145193808272727,0.179309776882287,0.236831140586757,0.232367588210789,0.244497325423901,0.229540735510281,0.247335422795597,0.245802858839371,0.222595306764613,0.231938821642028,0.235583049966244,0.190011499210956,0.225932797581816,0.15723264153682,0.24946704623437,0.212477521492487,0.103080768594851,0.0888097440136861,0.0863292687956413,0.0863292687956413,0.077693051626441,0.119520088387389,0.118312259322589,0.109249263281469,0.125321253964405,0.133131294362397,0.0948328429060872,0.0855474078075498,0.121413044454229,0.107916247220466,0.121413044454229,0.136192847413751,0.0886675427375921,0.0668234565412622,0.106941535694556,0.0847571668741688,0.0984296757297287,0.0759335965436141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_50_824",0.122329481965203,0.106351452924199,0.0992945612367414,0.111222399421535,0.13823145488048,0.183853322402593,0.179406128205305,0.197582128774568,0.18667017848676,0.204497716473852,0.18063757971632,0.187867070277086,0.185052194963617,0.190702442014699,0.170647486641234,0.195122773527213,0.144037852659416,0.214906447314814,0.187438834339946,0.105954591939206,0.0918204237665558,0.0925611070531991,0.0925611070531991,0.0827336820502653,0.112653107135888,0.120541811608488,0.10700388697436,0.132563854229224,0.126195617974975,0.085479950146947,0.104518271842538,0.132962328688931,0.115631622963239,0.140481161102958,0.146574918137255,0.100339104290968,0.0917792460651079,0.109000952624282,0.112282403005815,0.0961842994226194,0.105030369821675,0.0984648540856514,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_50_825",0.144155286564349,0.122063311177046,0.127690187408388,0.13059726543312,0.181333279378096,0.233270147303915,0.228802463780541,0.226755845141162,0.227969303829376,0.237666515427331,0.221932656615259,0.225113359558153,0.218343196994321,0.234036056511614,0.207946414640519,0.222335218263858,0.1673544754516,0.229600070148407,0.214771526787019,0.136222424259932,0.116123896121854,0.130039447799165,0.130039447799165,0.10210854806185,0.140928847598433,0.148756613825155,0.153574919676208,0.175545742081464,0.178455802809023,0.122958290892913,0.141973471136376,0.170376446724033,0.154916648934154,0.166645099111175,0.183967795956132,0.128774114237817,0.118485489829162,0.146439256002032,0.137021717974351,0.113924506406758,0.133406196692235,0.117767380469228,0.0910360910233598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_50_826",0.137652979136059,0.118361707114414,0.123899133335473,0.134000486994233,0.169284069185322,0.207997992222451,0.203598328424824,0.205786410900781,0.197203629775239,0.208540806418433,0.197064581959221,0.191998027015664,0.184216797067506,0.191406512090913,0.166410840868219,0.197665606880119,0.141096605364535,0.198677486583662,0.19234507901151,0.134273200750024,0.108298818564155,0.122689671109256,0.122689671109256,0.0948733714179071,0.129819826093848,0.133948610809587,0.140639413645588,0.165961768115766,0.17056933391908,0.108528838614943,0.120133186762797,0.175410263813674,0.148894113482273,0.155133071374523,0.174005821607932,0.105678176871331,0.106048446881058,0.108349003423025,0.117315208595537,0.0963954305765693,0.126027513023377,0.108706761219125,0.0961449445227478,0.0943160477856676,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_53_465",0.172363148433877,0.140459349380293,0.138891949977607,0.143621759834456,0.1998494713096,0.239740664122728,0.23529346992544,0.249412669799088,0.242557520206895,0.268598656731376,0.258860875378518,0.239681086609585,0.238937534013078,0.26493892240303,0.224548730389739,0.244955606338641,0.18395679120082,0.252293775291029,0.227421268220416,0.149240506781337,0.149596340174559,0.143038156045086,0.143038156045086,0.13497138468285,0.163020655632424,0.165358929574375,0.155657924100975,0.175618755879474,0.174743477207064,0.1468070151629,0.160405613562672,0.192602020027616,0.1827550379503,0.192602020027616,0.210066859242609,0.147176610491185,0.142256295056995,0.181664083849253,0.15182060672442,0.157531163347653,0.177507953802006,0.137973303721746,0.111308135661542,0.114488156990341,0.133948610809587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_54_803",0.113847332000647,0.117192205131076,0.124482259562452,0.148920776367619,0.164185418581705,0.188939627233018,0.184581603997847,0.21206438081989,0.207349840815267,0.206998622049341,0.205282327808655,0.198275996934773,0.192322510233154,0.207349840815267,0.17066348615406,0.201965786504959,0.133945856321169,0.216728153349335,0.200483949103367,0.11034303081531,0.0907527292027982,0.0935826129950086,0.0935826129950086,0.0867110290288928,0.123279118348861,0.120312340061119,0.118267240683921,0.134363682813925,0.140439571040606,0.109130794219516,0.104922112539262,0.1394134665392,0.116989727245431,0.141207188993227,0.150727461592568,0.102829377280771,0.0791253252072418,0.108954058615818,0.095414657193879,0.0884323870186928,0.105523392717691,0.0866368064798163,0.0786348289136372,0.094930336659853,0.103695501362351,0.0924844574383783,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_54_804",0.138442245282584,0.160710702967734,0.140861258727599,0.167401338729519,0.18137289058578,0.21669243787609,0.212277181846512,0.236310275990185,0.213618213824845,0.229093561683797,0.225469015138719,0.222521892105068,0.216016299956591,0.233499584378674,0.182409525678272,0.208173122495565,0.153424461067554,0.237132255616662,0.210559761871894,0.115712698716672,0.103618608906145,0.105872848680732,0.105872848680732,0.0956626375644321,0.127037659872775,0.12050276113424,0.136076303053521,0.154104072561524,0.153176280982414,0.116397780349529,0.113855285686229,0.141429330218481,0.124319701136943,0.152279346242547,0.160061856241473,0.116975420616271,0.0912259475554693,0.116205436792642,0.11460184419086,0.102388524598121,0.103948588266243,0.086787627995838,0.100590521872383,0.125329836840919,0.117980060151011,0.150998397827892,0.100994362569107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_54_805",0.131795703146033,0.143123868913336,0.121718127290986,0.153480977730925,0.191885968732055,0.21790821087808,0.213481097445629,0.245740516997628,0.216768999347444,0.238409751596226,0.230764957007707,0.221799761648493,0.213232349959377,0.226739171667295,0.198953129372693,0.205373763346855,0.152546040927733,0.234400107012916,0.209719267208517,0.10228522347873,0.106163517403243,0.101118454696219,0.101118454696219,0.0838783376516603,0.131235877160376,0.103456728638169,0.111938042247959,0.131555614776542,0.13945321701514,0.104563710776954,0.114396579276426,0.143895184207454,0.123149540380244,0.142085228962215,0.15165782316941,0.0982347846570178,0.0864715535709556,0.111451042808129,0.108100724871405,0.108123737284627,0.10617502542307,0.0924499948695801,0.092179816684759,0.115174889676405,0.115003444412496,0.137177758605625,0.0927617042082692,0.0842664569122473,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_99_855",0.188938409297116,0.153357728662475,0.149960502582714,0.158235371715439,0.202426299783612,0.259252052294886,0.25475070440524,0.244391128044124,0.231493565651808,0.26568300911609,0.225469015138719,0.244903294301203,0.221939318259713,0.249694270298654,0.207629097010388,0.237907721438444,0.184861234491118,0.26167336453278,0.228294216811663,0.156607285883325,0.152045202811619,0.137790451649037,0.137790451649037,0.138912621358249,0.183881558849304,0.171238279175638,0.161302865999197,0.155901018238225,0.160409585575934,0.143402121541204,0.171842543336579,0.193101340762802,0.187070911700418,0.200705940148021,0.218403893181892,0.154648036915442,0.135208410156798,0.165261593781836,0.159292033148677,0.145023756242557,0.166749489505273,0.139991664059303,0.117211403108423,0.136219236640187,0.139524879137787,0.116975420616271,0.125686975159479,0.142130676210709,0.139196118943182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_99_856",0.151788487235479,0.144241895254466,0.121129676865004,0.161891682918549,0.18137289058578,0.253060082046964,0.248571488039282,0.248456174292293,0.239541898834636,0.267755548718062,0.245671722456239,0.238749428726825,0.229891646450208,0.225499541711598,0.197853848105746,0.248019031042765,0.167056609857611,0.263745904134752,0.232278285826537,0.138621189513543,0.110917911387756,0.123478937255781,0.123478937255781,0.106301035769488,0.150483278447456,0.132947366182324,0.154030106670117,0.159504625741524,0.164045953219318,0.130709294742785,0.138812017660097,0.161411829805819,0.142370732782511,0.168778345622582,0.167401338729519,0.109957847957625,0.0964028357350029,0.128694448363417,0.112855118855918,0.111122204566876,0.142960627541259,0.114810477429143,0.0860448108700043,0.10390044538502,0.11443395714426,0.122271108190982,0.0992537180913236,0.131280660186644,0.10693525672496,0.115223223290785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S_99_857",0.170407348271858,0.125841740721472,0.134988729531193,0.163206520695255,0.156504518811888,0.225807269316376,0.221380155883925,0.237444889515943,0.218733322265926,0.258528921369297,0.228613679592501,0.23577786616317,0.20741914653369,0.226654155757369,0.191317894848804,0.22310574270139,0.172163983479242,0.242299165451212,0.217618325646813,0.168867783745116,0.151380338848733,0.140935116102819,0.140935116102819,0.122001918998682,0.168334090290934,0.161455709127961,0.171773570545052,0.190098406033592,0.200527037940692,0.155712753009066,0.152846081913147,0.194353857064546,0.165755278584039,0.188698799581201,0.206163638796194,0.145076817043921,0.125841740721472,0.151785376999578,0.144320260097156,0.133753756694155,0.15518800656936,0.134070083275331,0.0982557205615395,0.132091141764889,0.121124724604793,0.121882200063453,0.11113206251386,0.145275340664491,0.126080262525183,0.107804409234998,0.102564222571441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_26_6364",0.214049025423585,0.297008395210353,0.322667808507881,0.324312452148417,0.318727677795228,0.357592071052077,0.350704625877111,0.40190880950267,0.389574015573896,0.37977138484142,0.385551467731481,0.369729102646129,0.364821112639692,0.355748919420252,0.345096513039167,0.389681149959087,0.278254675426689,0.38258770532851,0.351703565480056,0.268882424484474,0.200283894448561,0.243505572711371,0.243505572711371,0.242532437726923,0.267269067163557,0.281704262814337,0.268118482395448,0.31770100329178,0.304945586395305,0.252203835909084,0.238817456756215,0.262737953917298,0.239175046093274,0.258777552701202,0.271021155098194,0.247802711138655,0.232986536445422,0.238006695606601,0.236882190830779,0.239599317744306,0.250953779004716,0.227039802424701,0.246309441484319,0.269166993313286,0.273867111767615,0.291898031003879,0.220990314654911,0.266575525860201,0.255803059550125,0.316070163464897,0.280760160852158,0.290046093328022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_26_6365",0.206570561667368,0.291376381256778,0.327549309836939,0.32913997382779,0.321474706595653,0.353854118955095,0.351421024129509,0.402723394149097,0.390361931064534,0.382808550443382,0.377186001235631,0.372787023855997,0.365547453671395,0.356460379388853,0.345793288827768,0.385887137908518,0.276746378656977,0.378798905860072,0.356810507829062,0.273344294701265,0.208608518595087,0.251830196857897,0.251830196857897,0.251054315317148,0.271790939420435,0.290389734234167,0.270586334005374,0.312068989338205,0.299347304374067,0.250695539139371,0.253026575881912,0.265205805527225,0.249501206970564,0.265205805527225,0.281561196844655,0.252194136496131,0.241215414953567,0.254267869348863,0.258812467033083,0.241997275941658,0.253390260526019,0.237250389768202,0.257301307478838,0.271740334863222,0.290783082323961,0.298620233370682,0.227189185130136,0.273148081144427,0.264345098633913,0.318799161170699,0.295713141136517,0.290593295740405,0.0259743489241192,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_44_934",0.251158140383061,0.329322496066797,0.347342229939416,0.366273663046448,0.370129748132578,0.393375854251333,0.388609036079526,0.399007450390689,0.412324691252987,0.423448574129577,0.42985986448555,0.418476288262054,0.431449571190047,0.386592277286509,0.389522248758975,0.421857171498607,0.301015499629423,0.409915048035012,0.398329522109466,0.297423547984427,0.232361839913661,0.315130815264726,0.315130815264726,0.265103394240373,0.300378176789687,0.311119861528018,0.311197764341428,0.343570398705582,0.35414824913138,0.282891098722318,0.27480165718838,0.281022577250063,0.263190344135023,0.274918794312045,0.295656095832494,0.269791666035172,0.280942925210462,0.257914105451445,0.272413416887639,0.267453392093221,0.295681702843504,0.271005043601358,0.296142422552009,0.284024270062959,0.311757337472268,0.332442630996839,0.272448711669673,0.306183909830965,0.288824306927469,0.342786488808511,0.316811002405251,0.332859071694941,0.2042617347717,0.191621597633142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_45_10195",0.165178510236575,0.282609557142061,0.27475941455988,0.312375731503909,0.313469671197598,0.351386217817969,0.346667407711527,0.366213281050425,0.363105834269023,0.378627174152966,0.370670901598995,0.375790446121519,0.335989859887605,0.344840486291729,0.336303258094787,0.36090621115214,0.260119999545435,0.369955516463845,0.345110531445278,0.25988362795965,0.184997423999023,0.240219246264944,0.240219246264944,0.223514885689595,0.258493866508425,0.26699865536604,0.261150143421005,0.288703365802336,0.286250987644349,0.227120017033129,0.21361668565511,0.223766883856682,0.19254463899866,0.231672063363795,0.226079918051073,0.232547426611794,0.219516407782298,0.218751965981442,0.217466917497251,0.204642371697836,0.237763240278176,0.211629808943751,0.223559607172474,0.236066514061995,0.259161504319319,0.275280276197762,0.207349840815267,0.233499584378674,0.22874519039416,0.29563136548568,0.245620944911019,0.292386231840691,0.166430464259687,0.157609520643687,0.173195844218197,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_45_10195B",0.165178510236575,0.282609557142061,0.27475941455988,0.312375731503909,0.313469671197598,0.351386217817969,0.346667407711527,0.366213281050425,0.363105834269023,0.378627174152966,0.370670901598995,0.375790446121519,0.335989859887605,0.344840486291729,0.336303258094787,0.36090621115214,0.260119999545435,0.369955516463845,0.345110531445278,0.25988362795965,0.184997423999023,0.240219246264944,0.240219246264944,0.223514885689595,0.258493866508425,0.26699865536604,0.261150143421005,0.288703365802336,0.286250987644349,0.227120017033129,0.21361668565511,0.223766883856682,0.19254463899866,0.231672063363795,0.226079918051073,0.232547426611794,0.219516407782298,0.218751965981442,0.217466917497251,0.204642371697836,0.237763240278176,0.211629808943751,0.223559607172474,0.236066514061995,0.259161504319319,0.275280276197762,0.207349840815267,0.233499584378674,0.22874519039416,0.29563136548568,0.245620944911019,0.292386231840691,0.166430464259687,0.157609520643687,0.173195844218197,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_65_1775",0.160207060799286,0.276944866775795,0.28372824659053,0.325781200055892,0.303118972640572,0.335785186401571,0.328877811181063,0.359516824184544,0.347365323832367,0.378749886555231,0.38482337711067,0.345728440299427,0.340774585395681,0.338376499263934,0.325445206532409,0.367987148920565,0.271433583935974,0.372417360555781,0.347645537219338,0.244587357410676,0.189782149507098,0.238985899447456,0.238985899447456,0.224267347669732,0.259188606764976,0.24734224571497,0.24183731735002,0.277060617168463,0.282771203302531,0.233906745211877,0.222330689303075,0.248432979918587,0.228704487074489,0.268717651090092,0.260836917094941,0.215656426640829,0.212536291710787,0.215647104214355,0.220300422874065,0.205551123361219,0.240545963115578,0.210514812324638,0.230434197600008,0.246967466587507,0.251650992970357,0.259488144017078,0.196630379787377,0.240294360814773,0.23553996683026,0.300416090993755,0.24634886972348,0.278242947463248,0.160266175278092,0.162394246151763,0.189237724250906,0.129200284724588,0.129200284724588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_66_941",0.18575028314521,0.319037672548879,0.304594558786148,0.356051098126822,0.348698601906206,0.371631139931081,0.362277602260921,0.400683010278535,0.397515504584782,0.408616765074257,0.412586615557946,0.394029020507292,0.385828850834789,0.381102474943452,0.377079927101036,0.407031058485392,0.286363232320682,0.392744585181127,0.402300230092857,0.278814711410824,0.193734739260655,0.261102459828684,0.261102459828684,0.242404572415245,0.267231181770057,0.261406145072847,0.273960784070273,0.305756737305625,0.303321684465125,0.260150024863805,0.24616464961046,0.260450129508874,0.232657076828045,0.274721523614206,0.264789506848497,0.259375687522465,0.242156628212921,0.243457684421805,0.236017854207208,0.231009918335739,0.254548888722636,0.228287957696827,0.261960114257665,0.282075224120859,0.292952322026501,0.311416565647509,0.233821611016668,0.262521570811811,0.249603866188137,0.330344167150573,0.272820323012386,0.309652383449843,0.156985460438128,0.157280590667566,0.170801319110984,0.175791399924798,0.175791399924798,0.130704295392701,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_66_941B",0.185368578743922,0.314512372035941,0.300096830155406,0.351463539015592,0.344096161731872,0.366951197799784,0.359909799888004,0.395948342895352,0.392786426026185,0.403865171346064,0.407812073154463,0.389277426779098,0.381132758702281,0.376411791154395,0.372389243311979,0.402285133707508,0.283995429947764,0.388021069115751,0.39757115153426,0.274399825416183,0.193356987295748,0.258734657455767,0.258734657455767,0.240036770042328,0.262816295775415,0.257007885149548,0.269554245007508,0.301303428441687,0.298864017172749,0.255735138869163,0.241790828510677,0.256060081755189,0.228299224047118,0.270302438470732,0.260395361330348,0.254981542004316,0.235796804570467,0.237073812393998,0.233650051834291,0.224697337671805,0.246138771893756,0.221951896148289,0.259592311884748,0.279707421747942,0.28847258645044,0.306914290745959,0.229467710672121,0.25810668481717,0.241157017738838,0.327976364777655,0.26838426757541,0.305145542828177,0.158227770289311,0.156719473519598,0.173983947268716,0.177218668520433,0.177218668520433,0.130139920018934,0.00236780237291715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_66_941C",0.18575028314521,0.319037672548879,0.304594558786148,0.356051098126822,0.348698601906206,0.371631139931081,0.362277602260921,0.400683010278535,0.397515504584782,0.408616765074257,0.412586615557946,0.394029020507292,0.385828850834789,0.381102474943452,0.377079927101036,0.407031058485392,0.286363232320682,0.392744585181127,0.402300230092857,0.278814711410824,0.193734739260655,0.261102459828684,0.261102459828684,0.242404572415245,0.267231181770057,0.261406145072847,0.273960784070273,0.305756737305625,0.303321684465125,0.260150024863805,0.24616464961046,0.260450129508874,0.232657076828045,0.274721523614206,0.264789506848497,0.259375687522465,0.242156628212921,0.243457684421805,0.236017854207208,0.231009918335739,0.254548888722636,0.228287957696827,0.261960114257665,0.282075224120859,0.292952322026501,0.311416565647509,0.233821611016668,0.262521570811811,0.249603866188137,0.330344167150573,0.272820323012386,0.309652383449843,0.156985460438128,0.157280590667566,0.170801319110984,0.175791399924798,0.175791399924798,0.130704295392701,0,0.00236780237291715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_66_942",0.200609220472149,0.309419524333728,0.292942370564755,0.335269928601263,0.316871138860895,0.347852284552606,0.345419189727019,0.369484222038402,0.375620025351573,0.400695283138274,0.397450856335491,0.364955163566082,0.35735147467476,0.364085872106286,0.344135797567769,0.375700613342957,0.280998591586628,0.375533263549738,0.368870597614361,0.257380522991604,0.188589073113286,0.251851502259543,0.251851502259543,0.223050318319525,0.255908302955157,0.256216119346726,0.246606487307477,0.279892375436129,0.281508725698252,0.232697764119021,0.227068489171908,0.247219982769538,0.223539199068675,0.249226001496404,0.261629938672758,0.232166864114056,0.213329313288604,0.210563517303187,0.22695856390428,0.216062394407957,0.243340987364069,0.211307833902455,0.239630629974205,0.274705123408776,0.264739251405211,0.289208802501075,0.220770765362186,0.249168234446529,0.238347087779778,0.305491774363574,0.263468784588726,0.27695480283724,0.161059196855909,0.16683690681713,0.173192181465894,0.157593954384519,0.157593954384519,0.131154839441061,0.0926231642088529,0.0902553618359357,0.0926231642088529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_67_10250",0.225324709545811,0.304918052744141,0.331159932039883,0.345609118634747,0.340320425372929,0.369484180883705,0.362484868078538,0.384311244116161,0.37660608808613,0.389740242696752,0.398136614668331,0.386821241964163,0.372147004491739,0.372029421058718,0.365726370517577,0.3882208293228,0.284746821493635,0.397399341947819,0.379099861847649,0.284085373963404,0.229280166059826,0.284822328710677,0.284822328710677,0.259961987423528,0.284822328710677,0.310150120877327,0.301859552873288,0.338349686602998,0.33810743063504,0.271561955438467,0.261567611870527,0.290261387784269,0.250017767299226,0.277940903396228,0.294642675042719,0.270766792876952,0.269681246644697,0.250808281297885,0.273380331559805,0.262349472858619,0.259877272998802,0.25368101303198,0.27347361542287,0.28722533938862,0.287622254420602,0.316512814665156,0.247166327835647,0.286330354363302,0.283657126582613,0.339704814954677,0.300990302773987,0.314739520476566,0.160955259607356,0.166641238471671,0.131547534228404,0.158982329995518,0.158982329995518,0.176766310047233,0.176987552187931,0.178351097427872,0.176987552187931,0.144468076998722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W_67_10251",0.214707942335621,0.296344187163752,0.309654851787245,0.321899828989257,0.325174794629305,0.347273740353771,0.342585853141095,0.368832863189228,0.363455555478329,0.369632223871076,0.384867904783735,0.380597553728728,0.370430308637487,0.34984990342255,0.357152504937188,0.375028017886116,0.265315085941197,0.377156732533053,0.359149309285152,0.275511508383015,0.212576174396187,0.27006924676433,0.27006924676433,0.231020819018705,0.276248463130288,0.286885539886934,0.29120884334806,0.317036795245179,0.320986504476192,0.258889723465796,0.25907279236652,0.251166333168993,0.229467710672121,0.247166327835647,0.269641335320382,0.248065548037352,0.246951431834176,0.226297823454684,0.250707541599914,0.237743199747181,0.251303407418413,0.239064832995628,0.26274689648138,0.259920437102168,0.281133895331234,0.29735683975423,0.232622295268753,0.26741513498818,0.260605241821571,0.311586353301318,0.277756488782913,0.295561101647379,0.159575669660994,0.16168401336147,0.115968386059606,0.163407718958768,0.163407718958768,0.192791603480212,0.148136494168391,0.149425002998585,0.148136494168391,0.135894211418333,0.0802657940365056,0,NA,NA,NA,NA,NA,NA,NA,NA
"W_67_10253",0.223492797762066,0.290545781622833,0.314349721962165,0.322312037372175,0.323340805921761,0.35649350512698,0.354060410301394,0.371236781617591,0.37272709268066,0.392846141813233,0.394257619262862,0.380597579599439,0.379722888061036,0.35005038400963,0.357301912740433,0.379722888061036,0.285244200687964,0.381851602707972,0.370654648462598,0.266021743565978,0.213230635034101,0.274764116939249,0.274764116939249,0.235715689193624,0.270665750546967,0.29994865973237,0.291762920856948,0.315422496226834,0.323555975338798,0.251389320546897,0.243646259342019,0.255861203343912,0.220369258714705,0.249867179403702,0.266222570721132,0.24080808468843,0.247638280611556,0.217253517746299,0.24347384090956,0.220804974566674,0.253988226665308,0.229801350919841,0.248271850548579,0.262555574314076,0.275444456200437,0.304159192268714,0.231382429923859,0.259839912571285,0.26530011199649,0.322753737981855,0.27416973812611,0.283519179466775,0.182485979727255,0.179141135150241,0.11024649537627,0.168102589133688,0.168102589133688,0.182277054991602,0.173108556782462,0.172604687847607,0.173108556782462,0.146028804889071,0.0815879797327859,0.0730141141523967,0,NA,NA,NA,NA,NA,NA,NA
"W_79_838",0.165178510236575,0.255664921898609,0.264375105254164,0.274476458912923,0.268733777356206,0.324296525171305,0.317418978585294,0.338876726886674,0.335831416349364,0.339676087568523,0.345353093614705,0.343229430072207,0.335989859887605,0.333591773755859,0.303077610466467,0.335989859887605,0.249332408416438,0.340170955106318,0.314065909763318,0.229911354423858,0.163364328643597,0.204642371697836,0.204642371697836,0.199561644667102,0.226233004290204,0.248612029115601,0.229147412334831,0.25611392370339,0.259637339126259,0.197561214791584,0.180826862832119,0.202344448269275,0.17531933271678,0.200419519859691,0.218236740590047,0.205040780821961,0.198052169113998,0.201087129801637,0.192393279945135,0.191141684478934,0.198465452863806,0.171044528828673,0.196781488091081,0.204063782975822,0.226704294171937,0.242557520206895,0.180373253117065,0.207730071199622,0.21083426382763,0.251737171928455,0.225499541711598,0.232636227434917,0.1591178174134,0.155789683926701,0.175063258392992,0.14643479746043,0.14643479746043,0.169946662019204,0.17389925177276,0.17531933271678,0.17389925177276,0.172631831749059,0.16638977127338,0.15967637134591,0.158800196471374,0,NA,NA,NA,NA,NA,NA
"W_79_840",0.178152179414213,0.242687281874923,0.241119882472237,0.26141500432054,0.261821655696513,0.310596331974657,0.303757943681154,0.340810171519348,0.333245130747319,0.33709485184667,0.342797451995972,0.329286794265083,0.322250159542627,0.319852073410881,0.309199667029795,0.326694611303051,0.225372283051574,0.339864894248739,0.322421958589403,0.236961726854742,0.168308622092371,0.192074433739815,0.192074433739815,0.186872102598712,0.217441647618238,0.202149690183919,0.228261235169979,0.249280965576848,0.26292001844456,0.210360490711986,0.179798193325989,0.203310610497733,0.178107461737351,0.205250475315559,0.209507144718522,0.192487779272182,0.185528868034974,0.182729398047566,0.183760038539528,0.171101310359537,0.185956916508903,0.162432850532898,0.187893731939598,0.217108179346916,0.223871341378742,0.260107966947161,0.183175922516268,0.198992860776689,0.204032864384463,0.253060082046964,0.236733188759536,0.24190419635855,0.17825114239626,0.184233517355705,0.198670238257657,0.147185251842757,0.147185251842757,0.161342117179696,0.17096044446893,0.172387713064564,0.17096044446893,0.186921917739969,0.213047785775591,0.190868268139423,0.199431615092263,0.137900134067078,0,NA,NA,NA,NA,NA
